,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing
109,74.4,2013.0,121.105,0.014155,0.000445,3.79,95.0,26.2,96.0,4.55,95.0,0.1,3843.591213,2.1,4.2,0.736,12.7,99.26163,8140.0,10.32345,18.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
110,74.6,2014.0,118.4959,0.01357,0.000385,3.91,93.0,26.2,95.0,4.48,93.0,0.1,3994.712355,2.1,4.4,0.739,12.7,99.59326,9474.766016954796,10.17827,19.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
111,74.8,2015.0,121.2919,0.01289,0.00038,4.849449834120605,94.0,26.3,96.0,8.33558829333893,94.0,0.1,369.654776,2.1,4.6,0.741,12.7,99.73441,5556.645839756886,10.11763,19.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
112,79.5,2000.0,76.93143,0.005185,0.0003,10.17,21.723446355431633,26.2,9.0,8.8,9.0,0.1,2169.921,0.7,9.4,0.897,20.4,99.7123,25580.0,7.61387,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,79.9,2001.0,73.54651,0.0051,0.00028,9.53,94.0,26.3,91.0,8.18,92.0,0.1,19517.84168,0.7,9.6,0.899,20.5,99.71124,26680.0,7.69631,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,79.9,2002.0,71.69193,0.005015,0.000265,9.84,95.0,26.4,92.0,8.39,92.0,0.1,281.81763,0.7,9.9,0.902,20.1,99.7122,27920.0,7.89326,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,83.0,2003.0,69.39176,0.00491,0.00025,9.97,95.0,26.5,92.0,8.32,93.0,0.1,23465.38559,0.7,10.2,0.905,20.6,99.73435,28960.0,7.90441,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,86.0,2004.0,81.78058572627333,-0.008780591989656292,-0.002090821594827208,9.84,95.0,26.67304559786869,92.0,8.57,92.0,0.1,3472.37977,1.2139220192677556,11.088221335252172,0.908,20.7,106.3910747614758,22465.267385594292,8.44668665902767,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,81.0,2005.0,68.12927,0.00469,0.000225,10.3,95.0,26.7,92.0,8.45,92.0,0.1,3416.71483,0.7,10.6,0.91,20.3,99.77814,31380.0,7.99012,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,81.2,2006.0,64.80397,0.00458,0.000215,10.31,95.0,26.7,92.0,8.49,92.0,0.1,36118.28381,0.7,10.8,0.915,20.3,99.79977,32950.0,7.98938,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,81.3,2007.0,65.10786,0.00447,0.000205,10.56,94.0,26.8,92.0,8.53,92.0,0.1,4991.98289,0.7,11.0,0.918,19.0,99.82125,34960.0,8.06758,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,81.3,2008.0,64.38238,0.00436,0.0002,10.76,94.0,26.8,92.0,8.78,92.0,0.1,49664.6854,0.7,11.1,0.921,19.1,99.84255,35980.0,8.2558,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,81.7,2009.0,64.76515,0.00427,0.00021,10.62,94.0,26.9,92.0,9.5,92.0,0.1,42742.99898,0.7,11.3,0.925,19.1,99.86367,38820.0,8.56322,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,81.9,2010.0,63.06263,0.00416,0.000195,10.52,92.0,26.9,92.0,9.2,92.0,0.1,51874.848,0.6,11.4,0.927,19.5,99.88462,37550.0,8.43084,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,82.0,2011.0,61.95972,0.00405,0.000185,10.3,92.0,27.0,92.0,9.2,92.0,0.1,62245.129,0.6,11.6,0.927,19.8,99.9054,40070.0,8.54152,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,82.3,2012.0,59.80421,0.00394,0.00018,10.03,91.0,27.0,92.0,9.36,92.0,0.1,67677.63477,0.6,11.7,0.93,20.1,99.926,41590.0,8.6757,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,82.5,2013.0,59.59139,0.003825,0.000175,9.87,91.0,27.0,91.0,9.36,91.0,0.1,67792.3386,0.6,11.9,0.933,20.3,99.94645,42540.0,8.75856,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,82.7,2014.0,61.18966,0.003685,0.000175,9.71,91.0,27.1,92.0,9.42,92.0,0.1,62214.6912,0.6,12.1,0.936,20.4,99.96148,47143.54659743704,9.03803,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,82.8,2015.0,62.16942,0.00354,0.000165,7.909415997531141,93.0,27.1,93.0,8.207885657858228,93.0,0.1,56554.3876,0.6,12.2,0.937,20.4,99.97,44856.89910878065,9.31474,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,78.1,2000.0,93.71532,0.00455,0.00024,13.2,33.0,25.0,71.0,1.6,81.0,0.1,24517.26745,1.7,5.8,0.833,15.4,100.0,28450.0,9.20371,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,78.6,2001.0,89.51753,0.004575,0.000225,12.4,44.0,25.0,83.0,1.12,84.0,0.1,24489.73553,1.7,6.0,0.837,15.5,100.0,28440.0,9.26943,14.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
130,78.7,2002.0,87.3971,0.00457,0.000215,12.5,81.0,25.1,82.0,1.27,83.0,0.1,26351.37568,1.7,6.1,0.847,16.1,100.0,30090.0,9.39476,14.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131,78.8,2003.0,85.99809,0.00451,0.00021,12.2,83.0,25.1,84.0,1.48,84.0,0.1,3212.9355,1.7,6.3,0.837,14.7,100.0,31020.0,9.54724,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
132,79.3,2004.0,83.89948,0.004355,0.000205,12.1,83.0,25.2,83.0,1.56,83.0,0.1,36693.4262,1.7,6.4,0.841,14.7,100.0,32590.0,9.7094,15.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,79.4,2005.0,83.69907,0.004145,0.000205,12.4,86.0,25.2,86.0,1.53,86.0,0.1,38242.4252,1.7,6.6,0.848,14.9,100.0,33300.0,9.62703,15.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,79.8,2006.0,80.4478,0.003935,0.000205,12.4,83.0,25.3,83.0,1.35,83.0,0.1,443.99361,1.7,6.7,0.854,15.0,100.0,36220.0,9.53113,16.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,81.0,2007.0,79.76768,0.00377,0.000205,12.5,85.0,25.3,85.0,1.4,85.0,0.1,46586.6525,1.7,6.9,0.86,15.2,100.0,37560.0,9.5321,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,84.0,2008.0,76.0,0.0031348554342401636,0.0004692035208893608,12.0,83.0,25.63231786488964,83.0,1.6,83.0,0.1,51386.37665,2.094396203021276,7.535830158205101,0.864,15.1,102.59919452198955,51958.625206388395,5.167881284335145,16.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,82.0,2009.0,76.9731,0.003615,0.00019,11.3,83.0,25.4,83.0,11.19,83.0,0.1,47654.18721,1.8,7.2,0.87,15.3,100.0,38890.0,10.22583,17.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
138,84.0,2010.0,74.42898,0.003565,0.00018,12.1,86.0,25.4,86.0,11.17,86.0,0.1,46657.629,1.8,7.4,0.872,15.4,100.0,40430.0,10.22102,17.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,88.0,2011.0,71.60299,0.003515,0.00017,12.04,89.0,25.4,89.0,1.94,89.0,0.1,51126.74139,1.8,7.6,0.88,15.7,100.0,42600.0,10.02613,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,88.0,2012.0,68.40836,0.00345,0.00016,12.26,92.0,25.5,92.0,11.17,92.0,0.1,48333.57273,1.8,7.8,0.884,15.7,100.0,42990.0,10.19916,18.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
141,81.1,2013.0,66.55158,0.00334,0.00016,11.82,95.0,25.5,95.0,11.14,95.0,0.1,554.71532,1.8,8.0,0.887,15.7,100.0,43840.0,10.28575,18.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,81.4,2014.0,65.08321,0.003145,0.00015,12.32,98.0,25.5,98.0,11.21,98.0,0.1,51322.63997,1.9,8.2,0.892,15.9,100.0,42575.980367666714,10.36809,19.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143,81.5,2015.0,64.33576,0.002885,0.00014,9.807617242358987,93.0,25.5,93.0,8.695006092792198,93.0,0.1,43665.947,1.9,8.4,0.892,15.9,100.0,40496.35739764337,10.36779,19.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,66.6,2000.0,161.0383,0.06995,0.00359,0.65,59.65599399721623,25.6,75.0,4.67,76.0,0.1,655.974326,3.2,2.0,0.636,10.1,73.3805,3350.0,3.89368,12.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
145,67.5,2001.0,149.4924,0.06428,0.003285,0.51,61.918519566522264,25.6,77.0,4.48,77.0,0.1,73.6838434,3.2,2.1,0.642,10.4,74.81776,3710.0,3.67046,12.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
146,67.8,2002.0,143.6747,0.05806,0.00291,0.55,5.0,25.7,8.0,4.47,76.0,0.1,763.73858,3.1,2.2,0.651,10.6,76.2676,4130.0,3.68486,13.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
147,67.8,2003.0,150.8829,0.052135,0.002595,0.55,51.0,25.8,79.0,6.56,77.0,0.1,883.6439965,3.1,2.3,0.659,10.8,77.73052,4650.0,5.94567,13.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
148,68.4,2004.0,151.0812,0.047225,0.00231,0.62,5.0,25.9,78.0,7.92,77.0,0.1,145.2163,3.0,2.3,0.668,11.0,79.206,5110.0,7.19478,13.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
149,68.4,2005.0,159.9939,0.04339,0.002085,0.73,49.0,26.0,79.0,7.86,75.0,0.1,1578.4239,3.0,2.5,0.675,11.2,80.69355,6290.0,7.43525,14.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
150,69.2,2006.0,153.1447,0.040955,0.00185,0.85,52.0,26.0,8.0,6.17,78.0,0.1,2473.85776,2.9,2.6,0.682,10.7,82.19331,8580.0,5.76135,14.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
151,73.0,2007.0,140.5877,0.03936,0.001685,1.02,62.0,26.1,81.0,5.1,79.0,0.1,3851.437869,2.9,2.7,0.708,11.6,83.70536,10570.0,4.66374,15.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
152,73.0,2008.0,142.1315,0.038195,0.00157,1.18,68.0,26.2,85.0,4.37,81.0,0.1,5574.6382,2.9,2.9,0.719,11.6,85.22897,12320.0,4.05235,15.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
153,78.0,2009.0,133.0098,0.037015,0.00145,2.1,74.0,26.3,84.0,5.85,81.0,0.1,495.294791,2.8,3.0,0.728,11.6,85.91744,13730.0,5.20231,16.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
154,71.1,2010.0,131.8231,0.035535,0.00135,1.98,8.0,26.4,85.0,5.33,81.0,0.1,5842.85784,2.8,3.2,0.737,11.7,86.606,14620.0,4.76776,16.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
155,71.6,2011.0,129.1872,0.033395,0.00126,1.98,84.0,26.5,91.0,5.1,87.0,0.1,7189.691229,2.8,3.5,0.741,11.7,87.29395,14590.0,4.50815,17.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
156,71.9,2012.0,126.3919,0.0311,0.00117,0.01,88.0,26.6,92.0,5.37,89.0,0.1,7496.335728,2.8,3.7,0.742,11.8,87.98087,14860.0,4.90177,17.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
157,72.2,2013.0,123.6808,0.028805,0.001105,2.14,93.0,26.7,96.0,5.54,93.0,0.1,7875.756953,2.8,4.0,0.745,11.9,88.66653,16180.0,5.05414,18.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
158,72.5,2014.0,121.4729,0.02704,0.001045,0.01,94.0,26.8,97.0,6.4,94.0,0.1,7891.299776,2.8,4.2,0.752,12.2,89.35028,12458.206737281937,5.46774,18.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
159,72.7,2015.0,119.5036,0.026045,0.000965,3.8450384159977204,96.0,26.9,98.0,6.5190780565269435,96.0,0.1,55.31382,2.8,4.6,0.758,12.7,90.03168,8647.206899641133,6.71395,19.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160,72.6,2000.0,202.3848,0.01404,0.000735,12.15,95.63237227262607,26.7,91.0,5.21,99.0,0.1,6756.982706864248,2.7,11.4,0.0,12.0,98.2455,20020.0,4.03387,23.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
161,72.9,2001.0,204.2504,0.013905,0.000725,11.64,21.0,26.8,98.0,5.15,99.0,0.2,8452.184236150788,2.7,11.8,0.779,12.1,98.28826,20610.0,4.01249,24.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
162,73.1,2002.0,205.5627,0.01353,0.000695,10.85,89.0,26.9,93.0,5.26,94.0,0.1,6864.261852404277,2.6,12.1,0.781,12.1,98.33102,21070.0,4.15147,24.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
163,73.2,2003.0,203.1508,0.012885,0.000735,10.68,88.0,27.0,93.0,5.62,92.0,0.1,6858.354258742533,2.6,12.4,0.783,12.2,98.37379,20900.0,4.35631,25.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
164,73.8,2004.0,186.5445,0.012425,0.00074,10.1,93.0,27.1,92.0,6.2,93.0,0.1,7370.507607428997,2.6,12.7,0.784,12.3,98.41655,21270.0,4.66124,25.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
165,74.1,2005.0,179.9752,0.01191,0.000685,10.49,93.0,27.1,93.0,5.95,93.0,0.1,8060.9348649173335,2.6,13.0,0.786,12.4,98.45932,22100.0,4.65086,26.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
166,74.2,2006.0,176.8178,0.01171,0.00065,11.07,96.0,27.2,94.0,6.93,95.0,0.1,9215.649997100205,2.5,13.3,0.788,12.4,98.50208,22930.0,5.38887,26.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
167,74.4,2007.0,170.7646,0.0112,0.000655,10.75,93.0,27.3,95.0,7.8,95.0,0.1,9765.356767498917,2.5,13.7,0.79,12.5,98.54485,23380.0,5.52872,27.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
168,74.5,2008.0,167.5789,0.01077,0.000665,10.15,9.0,27.4,93.0,7.3,93.0,0.1,11395.773109107366,2.5,14.0,0.791,12.6,98.58761,23100.0,5.79178,27.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
169,74.6,2009.0,166.2749,0.010465,0.00062,9.29,95.0,27.4,97.0,7.43,96.0,0.1,8161.2279340612295,2.5,14.3,0.791,12.6,98.63037,21390.0,5.93661,28.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
170,75.0,2010.0,158.9924,0.00999,0.000625,9.19,98.0,27.5,97.0,7.44,99.0,0.2,7961.976588633726,2.5,14.7,0.788,12.6,98.67314,21280.0,5.92425,28.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
171,75.0,2011.0,157.9938,0.009845,0.000545,9.34,95.0,27.6,97.0,7.63,98.0,0.1,8368.602798835142,2.5,15.1,0.788,12.6,98.7159,21850.0,6.04884,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
172,74.9,2012.0,162.7185,0.009675,0.000575,9.5,96.0,27.7,99.0,7.43,98.0,0.2,7855.824654524826,2.5,15.5,0.789,12.6,98.75867,21540.0,6.04768,29.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
173,74.8,2013.0,166.1893,0.009565,0.00053,9.42,97.0,27.8,97.0,7.5,97.0,0.1,9508.988485667505,2.5,15.9,0.79,12.6,98.80143,24610.61944151449,6.02467,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
174,75.4,2014.0,167.6267,0.00959,0.00053,9.45,96.0,27.8,96.0,7.74,96.0,0.1,9811.737906242168,2.5,16.3,0.789,12.6,98.84419,25136.50716244399,5.89147,30.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
175,76.1,2015.0,160.5609,0.00948,0.000485,5.4909863164079695,95.0,27.9,95.0,6.23141430353818,95.0,0.1,9449.16566544256,2.5,16.8,0.79,12.6,98.88696,27006.090799676185,5.71439,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
176,74.5,2000.0,100.8093,0.01114,0.0004,2.15,97.0,25.5,97.0,3.51,97.0,0.1,13636.34668,6.1,11.6,0.786,13.2,99.89794,34880.0,3.56133,22.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
177,74.7,2001.0,98.42136,0.010835,0.000425,1.95,99.0,25.5,99.0,3.8,99.0,0.1,12868.211,6.1,11.9,0.794,13.3,99.90804,34570.0,3.68104,23.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
178,74.9,2002.0,98.92087,0.010815,0.000385,1.99,98.0,25.4,98.0,3.89,98.0,0.1,1312.33457,6.1,12.2,0.796,13.5,99.91813,34020.0,3.85487,23.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
179,75.0,2003.0,92.13411,0.01072,0.000375,2.16,98.0,25.4,97.0,3.74,97.0,0.1,14221.99259,6.1,12.5,0.798,13.7,99.92822,35270.0,3.98857,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
180,75.2,2004.0,93.95221,0.01041,0.000395,2.16,98.0,25.3,98.0,3.37,98.0,0.1,15846.47641,6.1,12.8,0.803,13.9,99.93832,36510.0,3.47338,24.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
181,75.3,2005.0,83.48492,0.00999,0.000365,2.05,98.0,25.3,98.0,3.16,98.0,0.1,17959.17854,6.0,13.2,0.806,14.0,99.94841,38230.0,3.17562,24.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
182,75.5,2006.0,88.63727,0.00962,0.000335,2.1,98.0,25.2,98.0,3.8,98.0,0.1,1937.99549,6.0,13.5,0.81,14.2,99.9585,39010.0,3.06249,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
183,75.6,2007.0,80.33466,0.00895,0.000365,2.0,97.0,25.1,97.0,3.8,97.0,0.1,2977.1153,6.0,13.9,0.813,14.4,99.9686,40230.0,3.30373,25.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
184,75.8,2008.0,73.16894,0.00836,0.00035,2.0,97.0,25.1,97.0,3.17,97.0,0.1,2367.56535,6.0,14.3,0.815,14.4,99.97869,39400.0,3.2851,25.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
185,76.0,2009.0,69.1508,0.00788,0.00032,1.95,98.0,25.0,97.0,3.79,98.0,0.1,19356.67236,6.0,14.6,0.814,14.4,99.98878,35420.0,4.05685,26.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
186,76.1,2010.0,65.97186,0.007435,0.000335,1.93,99.0,25.0,99.0,3.64,99.0,0.1,2722.1389,6.0,15.0,0.81,14.4,99.99888,36100.0,3.84291,26.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
187,76.1,2011.0,65.57051,0.007095,0.000295,1.66,99.0,25.0,99.0,3.4,99.0,0.1,2281.1242,6.0,15.4,0.812,14.4,100.0,34890.0,3.57691,27.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
188,76.5,2012.0,65.73141,0.006815,0.000295,1.7,99.0,24.9,99.0,4.37,99.0,0.1,23649.36661,6.0,15.7,0.812,14.5,100.0,36140.0,4.10643,27.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
189,76.7,2013.0,62.77694,0.00667,0.000275,1.65,99.0,24.9,99.0,4.69,99.0,0.1,251.18329,6.0,16.1,0.815,14.5,100.0,35384.632164046474,4.31074,28.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
190,76.8,2014.0,61.95331,0.006555,0.00028,1.57,98.0,24.9,98.0,4.98,98.0,0.1,24983.3792,6.1,16.4,0.82,14.5,100.0,47171.61397649969,4.40682,28.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
191,76.9,2015.0,58.51819,0.006445,0.00027,0.7489892731753685,98.0,24.8,98.0,4.809448035417411,98.0,0.1,22688.87824,6.1,16.8,0.823,14.5,100.0,46324.192471217364,4.97507,29.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
192,65.3,2000.0,172.8206,0.066975,0.006375,0.01,61.45375227856539,20.2,83.0,2.33,82.0,0.1,45.63371,21.3,0.5,0.459,7.3,95.21504,1140.0,2.00195,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0
193,65.8,2001.0,167.8458,0.063475,0.00588,0.01,64.82749640974566,20.3,85.0,2.47,85.0,0.1,42.5981152,21.1,0.6,0.468,7.5,95.38698,1200.0,1.98674,1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0
194,66.3,2002.0,163.7384,0.060215,0.005415,0.01,64.46316090598702,20.4,83.0,2.59,83.0,0.1,4.6135745,20.9,0.7,0.476,7.7,95.5634,1270.0,2.1519,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
195,66.8,2003.0,160.8848,0.05726,0.004995,0.01,5.0,20.4,9.0,2.51,87.0,0.1,432.7388972,20.7,0.7,0.484,7.9,95.73788,1350.0,2.1915,1.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
196,67.3,2004.0,157.9685,0.05454,0.00458,0.01,11.0,20.5,88.0,2.62,99.0,0.1,46.7579167,20.5,0.8,0.491,8.1,95.91029,1450.0,2.21405,1.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
197,67.8,2005.0,154.47,0.05198,0.00422,0.01,45.0,20.6,94.0,2.68,93.0,0.1,484.155471,20.3,0.9,0.499,8.2,96.00987,1560.0,2.27546,1.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
198,68.2,2006.0,151.3812,0.049625,0.00384,0.01,86.0,20.7,95.0,2.8,94.0,0.1,494.51466,20.1,1.0,0.506,8.4,96.10641,1720.0,2.32201,1.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
199,68.6,2007.0,150.2906,0.047505,0.00358,0.01,95.0,20.8,96.0,2.8,94.0,0.1,541.651484,19.9,1.1,0.513,8.6,96.19977,1870.0,2.38769,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
200,69.1,2008.0,146.7855,0.045455,0.00322,0.01,96.0,20.9,96.0,2.85,96.0,0.1,615.7775411,19.7,1.2,0.52,8.6,96.28986,2030.0,2.34596,2.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0
201,69.5,2009.0,144.9594,0.043435,0.00296,0.01,97.0,21.0,97.0,2.91,97.0,0.1,681.125368,19.5,1.4,0.523,8.4,96.37656,2150.0,2.40338,2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0
202,69.9,2010.0,143.1128,0.041185,0.002695,0.01,94.0,21.1,94.0,3.6,94.0,0.1,757.6717572,19.3,1.5,0.535,8.9,96.45987,2290.0,2.49592,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
203,73.0,2011.0,141.3403,0.03882,0.00249,0.01,96.0,21.2,96.0,3.16,96.0,0.1,835.789341,19.1,1.7,0.545,9.4,96.53966,2460.0,2.56594,2.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
204,77.0,2012.0,139.7109,0.0364,0.00228,0.01,94.0,21.3,94.0,3.8,94.0,0.1,856.342857,18.9,1.8,0.557,9.9,96.61577,2640.0,2.57301,2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
205,71.0,2013.0,137.9763,0.03412,0.002065,0.01,96.0,21.4,96.0,2.88,96.0,0.1,951.8894535,18.7,2.0,0.565,10.0,96.68811,2810.0,2.50335,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
206,71.4,2014.0,135.7839,0.03191,0.00187,0.01,97.0,21.5,97.0,2.82,97.0,0.1,184.56543,18.5,2.2,0.57,10.0,96.75671,9316.739828768426,2.49601,3.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0
207,71.8,2015.0,133.1444,0.02996,0.00171,-0.286354407053949,97.0,21.6,97.0,4.019826493270543,97.0,0.1,121.15812,18.3,2.4,0.575,10.2,96.82152,9101.174778988403,2.46311,3.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0
208,73.3,2000.0,128.4441,0.014445,0.000325,7.43,80.88251076780261,26.5,86.0,5.16,93.0,0.9,11568.1111,4.3,4.8,0.741,14.0,98.32442,11320.0,5.33187,15.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
209,73.4,2001.0,127.0088,0.01443,0.0004,7.38,18.0,26.6,93.0,5.47,84.0,0.7,11513.87189,4.3,5.1,0.75,14.0,98.33443,11180.0,5.52529,15.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
210,73.5,2002.0,126.1385,0.01429,0.00041,7.59,66.0,26.6,86.0,5.76,87.0,0.8,11675.39395,4.2,5.5,0.749,14.0,98.34443,11350.0,5.86123,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
211,73.7,2003.0,123.2682,0.01436,0.000345,7.65,91.0,26.7,9.0,5.82,89.0,0.4,1228.5447,4.2,5.8,0.753,14.2,98.35443,11710.0,6.68377,16.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
212,73.8,2004.0,115.9427,0.014205,0.000345,7.68,93.0,26.8,93.0,5.71,93.0,0.2,12868.8639,4.1,6.2,0.757,14.4,98.36443,12240.0,7.3151,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
213,73.9,2005.0,113.8903,0.013895,0.000345,8.01,92.0,26.9,91.0,5.38,92.0,0.1,14223.86576,4.1,6.6,0.761,14.6,98.37443,12910.0,6.76892,17.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
214,74.1,2006.0,112.9763,0.01376,0.000345,8.39,84.0,27.0,85.0,5.27,84.0,0.1,15646.5591,4.0,7.0,0.766,14.8,98.38443,13790.0,6.58324,17.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
215,74.2,2007.0,112.466,0.014025,0.000275,8.47,93.0,27.1,93.0,5.64,93.0,0.1,16462.48556,4.0,7.4,0.771,15.0,98.39443,14590.0,6.05583,18.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
216,74.4,2008.0,112.1277,0.013775,0.000345,8.95,85.0,27.1,85.0,6.1,85.0,0.1,1657.3228,3.9,7.8,0.775,15.3,98.40443,14660.0,6.47676,18.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
217,74.6,2009.0,109.9643,0.01408,0.00028,8.46,93.0,27.2,93.0,6.21,93.0,0.1,16523.32388,3.9,8.3,0.779,15.5,98.41444,14280.0,7.14868,19.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
218,74.7,2010.0,107.8118,0.013975,0.00028,8.41,86.0,27.3,9.0,6.17,86.0,0.1,1595.91232,3.8,8.8,0.781,15.8,98.42444,14660.0,6.77399,19.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
